# created 09/29/25
# Custom high-speed powertrain mapping file
# generated by PowertrainMapper Custom Example using PowertrainMapper
# NOTE: this powertrain is for example/testing purposes only

Mach_Number, Altitude (ft),   Throttle, Gross_Thrust (lbf), Ram_Drag (lbf), Fuel_Flow (lb/h), NOx_Rate (lb/h), Electric_Power (kW)
      1.0,      5000.0,     30.0,          5731.1,        1900.0,        1735.2,      6.0750,         103.950
      1.0,      5000.0,     40.0,          7641.5,        1900.0,        2671.5,     10.8000,         138.600
      1.0,      5000.0,     50.0,          9551.9,        1900.0,        3733.5,     16.8750,         173.250
      1.0,      5000.0,     60.0,         11462.2,        1900.0,        4907.8,     24.3000,         207.900
      1.0,      5000.0,     70.0,         13372.6,        1900.0,        6184.6,     33.0750,         242.550
      1.0,      5000.0,     80.0,         15283.0,        1900.0,        7556.1,     43.2000,         277.200
      1.0,      5000.0,     90.0,         17193.3,        1900.0,        9016.3,     54.6750,         311.850
      1.0,      5000.0,    100.0,         19103.7,        1900.0,       10560.0,     67.5000,         346.500
      1.0,     15000.0,     10.0,          1807.0,        1700.0,         394.7,      0.8250,          37.950
      1.0,     15000.0,     20.0,          3614.1,        1700.0,        1116.2,      3.3000,          75.900
      1.0,     15000.0,     30.0,          5421.1,        1700.0,        2050.7,      7.4250,         113.850
      1.0,     15000.0,     40.0,          7228.1,        1700.0,        3157.2,     13.2000,         151.800
      1.0,     15000.0,     50.0,          9035.2,        1700.0,        4412.3,     20.6250,         189.750
      1.0,     15000.0,     60.0,         10842.2,        1700.0,        5800.2,     29.7000,         227.700
      1.0,     15000.0,     70.0,         12649.2,        1700.0,        7309.1,     40.4250,         265.650
      1.0,     15000.0,     80.0,         14456.2,        1700.0,        8930.0,     52.8000,         303.600
      1.0,     15000.0,     90.0,         16263.3,        1700.0,       10655.6,     66.8250,         341.550
      1.0,     15000.0,    100.0,         18070.3,        1700.0,       12480.0,     82.5000,         379.500
      1.0,     25000.0,     10.0,          1697.4,        1500.0,         455.4,      0.9750,          41.250
      1.0,     25000.0,     20.0,          3394.8,        1500.0,        1288.0,      3.9000,          82.500
      1.0,     25000.0,     30.0,          5092.2,        1500.0,        2366.2,      8.7750,         123.750
      1.0,     25000.0,     40.0,          6789.6,        1500.0,        3642.9,     15.6000,         165.000
      1.0,     25000.0,     50.0,          8487.0,        1500.0,        5091.2,     24.3750,         206.250
      1.0,     25000.0,     60.0,         10184.5,        1500.0,        6692.5,     35.1000,         247.500
      1.0,     25000.0,     70.0,         11881.9,        1500.0,        8433.5,     47.7750,         288.750
      1.0,     25000.0,     80.0,         13579.3,        1500.0,       10303.8,     62.4000,         330.000
      1.0,     25000.0,     90.0,         15276.7,        1500.0,       12294.9,     78.9750,         371.250
      1.0,     25000.0,    100.0,         16974.1,        1500.0,       14400.0,     97.5000,         412.500
      1.0,     35000.0,     10.0,          1580.2,        1300.0,         516.1,      1.1250,          44.550
      1.0,     35000.0,     20.0,          3160.4,        1300.0,        1459.7,      4.5000,          89.100
      1.0,     35000.0,     30.0,          4740.6,        1300.0,        2681.6,     10.1250,         133.650
      1.0,     35000.0,     40.0,          6320.8,        1300.0,        4128.7,     18.0000,         178.200
      1.0,     35000.0,     50.0,          7901.0,        1300.0,        5770.0,     28.1250,         222.750
      1.0,     35000.0,     60.0,          9481.2,        1300.0,        7584.9,     40.5000,         267.300
      1.0,     35000.0,     70.0,         11061.4,        1300.0,        9558.0,     55.1250,         311.850
      1.0,     35000.0,     80.0,         12641.6,        1300.0,       11677.6,     72.0000,         356.400
      1.0,     35000.0,     90.0,         14221.8,        1300.0,       13934.3,     91.1250,         400.950
      1.0,     35000.0,    100.0,         15802.0,        1300.0,       16320.0,    112.5000,         445.500
      1.0,     45000.0,     10.0,          1453.6,        1100.0,         576.8,      1.2750,          47.850
      1.0,     45000.0,     20.0,          2907.1,        1100.0,        1631.4,      5.1000,          95.700
      1.0,     45000.0,     30.0,          4360.7,        1100.0,        2997.1,     11.4750,         143.550
      1.0,     45000.0,     40.0,          5814.3,        1100.0,        4614.4,     20.4000,         191.400
      1.0,     45000.0,     50.0,          7267.9,        1100.0,        6448.8,     31.8750,         239.250
      1.0,     45000.0,     60.0,          8721.4,        1100.0,        8477.2,     45.9000,         287.100
      1.0,     45000.0,     70.0,         10175.0,        1100.0,       10682.5,     62.4750,         334.950
      1.0,     45000.0,     80.0,         11628.6,        1100.0,       13051.5,     81.6000,         382.800
      1.0,     45000.0,     90.0,         13082.2,        1100.0,       15573.6,    103.2750,         430.650
      1.0,     45000.0,    100.0,         14535.7,        1100.0,       18240.0,    127.5000,         478.500
