# created 10/08/25
# Serial hybrid powertrain mapping using power_transmission_computation
# generated by PowertrainMapper with component_matices using PowertrainMapper
# NOTE: this powertrain is for example/testing purposes only

Mach_Number, Altitude (ft), Supplied_Power_Ratio (-), Shaft_Power_Ratio (-),   Throttle, Gross_Thrust (lbf), Ram_Drag (lbf), Fuel_Flow (lb/h), NOx_Rate (lb/h), Electric_Power (kW)
      0.0,     37000.0,                0.500000,           1.000000,     34.0,         51902.4,           0.0,        2069.4,     31.0411,       11220.000
      0.0,     37000.0,                0.500000,           1.000000,     38.0,         58008.6,           0.0,        2312.9,     34.6930,       12540.000
      0.0,     37000.0,                0.500000,           1.000000,     42.0,         64114.8,           0.0,        2556.3,     38.3449,       13860.000
      0.0,     37000.0,                0.500000,           1.000000,     46.0,         70221.0,           0.0,        2799.8,     41.9968,       15180.000
      0.0,     37000.0,                0.500000,           1.000000,     48.0,         73274.0,           0.0,        2921.5,     43.8228,       15840.000
      0.0,     37000.0,                0.500000,           1.000000,     50.0,         76327.1,           0.0,        3043.2,     45.6487,       16500.000
      0.0,     37000.0,                0.750000,           1.000000,     21.0,         81952.2,           0.0,        1278.2,     19.1725,       20790.000
      0.0,     37000.0,                0.750000,           1.000000,     22.0,         85854.6,           0.0,        1339.0,     20.0854,       21780.000
      0.0,     37000.0,                0.750000,           1.000000,     24.0,         93659.6,           0.0,        1460.8,     21.9114,       23760.000
      0.0,     37000.0,                0.750000,           1.000000,     26.0,        101464.6,           0.0,        1582.5,     23.7373,       25740.000
      0.0,     37000.0,                0.750000,           1.000000,     30.0,        117074.5,           0.0,        1825.9,     27.3892,       29700.000
      0.0,     37000.0,                0.750000,           1.000000,     34.0,        132684.5,           0.0,        2069.4,     31.0411,       33660.000
      0.0,     37000.0,                0.750000,           1.000000,     38.0,        148294.4,           0.0,        2312.9,     34.6930,       37620.000
      0.0,     37000.0,                0.750000,           1.000000,     42.0,        163904.3,           0.0,        2556.3,     38.3449,       41580.000
      0.0,     37000.0,                0.750000,           1.000000,     46.0,        179514.3,           0.0,        2799.8,     41.9968,       45540.000
      0.0,     37000.0,                0.750000,           1.000000,     48.0,        187319.2,           0.0,        2921.5,     43.8228,       47520.000
      0.0,     37000.0,                0.750000,           1.000000,     50.0,        195124.2,           0.0,        3043.2,     45.6487,       49500.000
      0.0,     37000.0,                1.000000,           1.000000,     21.0,          7637.0,           0.0,           0.0,      0.0000,        2121.429
      0.0,     37000.0,                1.000000,           1.000000,     22.0,          8000.6,           0.0,           0.0,      0.0000,        2222.449
      0.0,     37000.0,                1.000000,           1.000000,     24.0,          8727.9,           0.0,           0.0,      0.0000,        2424.490
      0.0,     37000.0,                1.000000,           1.000000,     26.0,          9455.3,           0.0,           0.0,      0.0000,        2626.531
      0.0,     37000.0,                1.000000,           1.000000,     30.0,         10909.9,           0.0,           0.0,      0.0000,        3030.612
      0.0,     37000.0,                1.000000,           1.000000,     34.0,         12364.6,           0.0,           0.0,      0.0000,        3434.694
      0.0,     37000.0,                1.000000,           1.000000,     38.0,         13819.3,           0.0,           0.0,      0.0000,        3838.776
      0.0,     37000.0,                1.000000,           1.000000,     42.0,         15273.9,           0.0,           0.0,      0.0000,        4242.857
      0.0,     37000.0,                1.000000,           1.000000,     46.0,         16728.6,           0.0,           0.0,      0.0000,        4646.939
      0.0,     37000.0,                1.000000,           1.000000,     48.0,         17455.9,           0.0,           0.0,      0.0000,        4848.980
      0.0,     37000.0,                1.000000,           1.000000,     50.0,         18183.2,           0.0,           0.0,      0.0000,        5051.020
      0.0,     39000.0,                0.000000,           1.000000,     21.0,          7110.0,           0.0,        1278.2,     19.1725,          -0.000
      0.0,     39000.0,                0.000000,           1.000000,     22.0,          7448.6,           0.0,        1339.0,     20.0854,          -0.000
      0.0,     39000.0,                0.000000,           1.000000,     24.0,          8125.7,           0.0,        1460.8,     21.9114,          -0.000
      0.0,     39000.0,                0.000000,           1.000000,     26.0,          8802.9,           0.0,        1582.5,     23.7373,          -0.000
      0.0,     39000.0,                0.000000,           1.000000,     30.0,         10157.2,           0.0,        1825.9,     27.3892,          -0.000
      0.0,     39000.0,                0.000000,           1.000000,     34.0,         11511.4,           0.0,        2069.4,     31.0411,          -0.000
      0.0,     39000.0,                0.000000,           1.000000,     38.0,         12865.7,           0.0,        2312.9,     34.6930,          -0.000
      0.0,     39000.0,                0.000000,           1.000000,     42.0,         14220.0,           0.0,        2556.3,     38.3449,          -0.000
      0.0,     39000.0,                0.000000,           1.000000,     46.0,         15574.3,           0.0,        2799.8,     41.9968,          -0.000
      0.0,     39000.0,                0.000000,           1.000000,     48.0,         16251.4,           0.0,        2921.5,     43.8228,          -0.000
      0.0,     39000.0,                0.000000,           1.000000,     50.0,         16928.6,           0.0,        3043.2,     45.6487,          -0.000
      0.0,     39000.0,                0.250000,           1.000000,     21.0,         15425.8,           0.0,        1278.2,     19.1725,        2310.000
      0.0,     39000.0,                0.250000,           1.000000,     22.0,         16160.4,           0.0,        1339.0,     20.0854,        2420.000
      0.0,     39000.0,                0.250000,           1.000000,     24.0,         17629.5,           0.0,        1460.8,     21.9114,        2640.000
      0.0,     39000.0,                0.250000,           1.000000,     26.0,         19098.6,           0.0,        1582.5,     23.7373,        2860.000
      0.0,     39000.0,                0.250000,           1.000000,     30.0,         22036.9,           0.0,        1825.9,     27.3892,        3300.000
      0.0,     39000.0,                0.250000,           1.000000,     34.0,         24975.1,           0.0,        2069.4,     31.0411,        3740.000
      0.0,     39000.0,                0.250000,           1.000000,     38.0,         27913.4,           0.0,        2312.9,     34.6930,        4180.000
      0.0,     39000.0,                0.250000,           1.000000,     42.0,         30851.6,           0.0,        2556.3,     38.3449,        4620.000
      0.0,     39000.0,                0.250000,           1.000000,     46.0,         33789.8,           0.0,        2799.8,     41.9968,        5060.000
      0.0,     39000.0,                0.250000,           1.000000,     48.0,         35259.0,           0.0,        2921.5,     43.8228,        5280.000
      0.0,     39000.0,                0.250000,           1.000000,     50.0,         36728.1,           0.0,        3043.2,     45.6487,        5500.000
      0.0,     39000.0,                0.500000,           1.000000,     21.0,         32057.4,           0.0,        1278.2,     19.1725,        6930.000
      0.0,     39000.0,                0.500000,           1.000000,     22.0,         33583.9,           0.0,        1339.0,     20.0854,        7260.000
      0.0,     39000.0,                0.500000,           1.000000,     24.0,         36637.0,           0.0,        1460.8,     21.9114,        7920.000
      0.0,     39000.0,                0.500000,           1.000000,     26.0,         39690.1,           0.0,        1582.5,     23.7373,        8580.000
      0.0,     39000.0,                0.500000,           1.000000,     30.0,         45796.3,           0.0,        1825.9,     27.3892,        9900.000
      0.0,     39000.0,                0.500000,           1.000000,     34.0,         51902.4,           0.0,        2069.4,     31.0411,       11220.000
      0.0,     39000.0,                0.500000,           1.000000,     38.0,         58008.6,           0.0,        2312.9,     34.6930,       12540.000
      0.0,     39000.0,                0.500000,           1.000000,     42.0,         64114.8,           0.0,        2556.3,     38.3449,       13860.000
      0.0,     39000.0,                0.500000,           1.000000,     46.0,         70221.0,           0.0,        2799.8,     41.9968,       15180.000
      0.0,     39000.0,                0.500000,           1.000000,     48.0,         73274.0,           0.0,        2921.5,     43.8228,       15840.000
      0.0,     39000.0,                0.500000,           1.000000,     50.0,         76327.1,           0.0,        3043.2,     45.6487,       16500.000
      0.0,     39000.0,                0.750000,           1.000000,     21.0,         81952.2,           0.0,        1278.2,     19.1725,       20790.000
      0.0,     39000.0,                0.750000,           1.000000,     22.0,         85854.6,           0.0,        1339.0,     20.0854,       21780.000
      0.0,     39000.0,                0.750000,           1.000000,     24.0,         93659.6,           0.0,        1460.8,     21.9114,       23760.000
      0.0,     39000.0,                0.750000,           1.000000,     26.0,        101464.6,           0.0,        1582.5,     23.7373,       25740.000
      0.0,     39000.0,                0.750000,           1.000000,     30.0,        117074.5,           0.0,        1825.9,     27.3892,       29700.000
      0.0,     39000.0,                0.750000,           1.000000,     34.0,        132684.5,           0.0,        2069.4,     31.0411,       33660.000
      0.0,     39000.0,                0.750000,           1.000000,     38.0,        148294.4,           0.0,        2312.9,     34.6930,       37620.000
      0.0,     39000.0,                0.750000,           1.000000,     42.0,        163904.3,           0.0,        2556.3,     38.3449,       41580.000
      0.0,     39000.0,                0.750000,           1.000000,     46.0,        179514.3,           0.0,        2799.8,     41.9968,       45540.000
      0.0,     39000.0,                0.750000,           1.000000,     48.0,        187319.2,           0.0,        2921.5,     43.8228,       47520.000
      0.0,     39000.0,                0.750000,           1.000000,     50.0,        195124.2,           0.0,        3043.2,     45.6487,       49500.000
      0.0,     39000.0,                1.000000,           1.000000,     21.0,          7637.0,           0.0,           0.0,      0.0000,        2121.429
      0.0,     39000.0,                1.000000,           1.000000,     22.0,          8000.6,           0.0,           0.0,      0.0000,        2222.449
      0.0,     39000.0,                1.000000,           1.000000,     24.0,          8727.9,           0.0,           0.0,      0.0000,        2424.490
      0.0,     39000.0,                1.000000,           1.000000,     26.0,          9455.3,           0.0,           0.0,      0.0000,        2626.531
      0.0,     39000.0,                1.000000,           1.000000,     30.0,         10909.9,           0.0,           0.0,      0.0000,        3030.612
      0.0,     39000.0,                1.000000,           1.000000,     34.0,         12364.6,           0.0,           0.0,      0.0000,        3434.694
      0.0,     39000.0,                1.000000,           1.000000,     38.0,         13819.3,           0.0,           0.0,      0.0000,        3838.776
      0.0,     39000.0,                1.000000,           1.000000,     42.0,         15273.9,           0.0,           0.0,      0.0000,        4242.857
      0.0,     39000.0,                1.000000,           1.000000,     46.0,         16728.6,           0.0,           0.0,      0.0000,        4646.939
      0.0,     39000.0,                1.000000,           1.000000,     48.0,         17455.9,           0.0,           0.0,      0.0000,        4848.980
      0.0,     39000.0,                1.000000,           1.000000,     50.0,         18183.2,           0.0,           0.0,      0.0000,        5051.020
      0.3,         0.0,                0.000000,           1.000000,     21.0,          3482.3,         180.0,        1278.2,     19.1725,          -0.000
      0.3,         0.0,                0.000000,           1.000000,     22.0,          3648.1,         180.0,        1339.0,     20.0854,          -0.000
      0.3,         0.0,                0.000000,           1.000000,     24.0,          3979.8,         180.0,        1460.8,     21.9114,          -0.000
      0.3,         0.0,                0.000000,           1.000000,     26.0,          4311.4,         180.0,        1582.5,     23.7373,          -0.000
      0.3,         0.0,                0.000000,           1.000000,     30.0,          4974.7,         180.0,        1825.9,     27.3892,          -0.000
      0.3,         0.0,                0.000000,           1.000000,     34.0,          5638.0,         180.0,        2069.4,     31.0411,          -0.000
      0.3,         0.0,                0.000000,           1.000000,     38.0,          6301.3,         180.0,        2312.9,     34.6930,          -0.000
      0.3,         0.0,                0.000000,           1.000000,     42.0,          6964.6,         180.0,        2556.3,     38.3449,          -0.000
      0.3,         0.0,                0.000000,           1.000000,     46.0,          7627.9,         180.0,        2799.8,     41.9968,          -0.000
      0.3,         0.0,                0.000000,           1.000000,     48.0,          7959.5,         180.0,        2921.5,     43.8228,          -0.000
      0.3,         0.0,                0.000000,           1.000000,     50.0,          8291.2,         180.0,        3043.2,     45.6487,          -0.000
      0.3,         0.0,                0.250000,           1.000000,     21.0,          7555.2,         180.0,        1278.2,     19.1725,        2310.000
      0.3,         0.0,                0.250000,           1.000000,     22.0,          7914.9,         180.0,        1339.0,     20.0854,        2420.000
      0.3,         0.0,                0.250000,           1.000000,     24.0,          8634.5,         180.0,        1460.8,     21.9114,        2640.000
      0.3,         0.0,                0.250000,           1.000000,     26.0,          9354.0,         180.0,        1582.5,     23.7373,        2860.000
      0.3,         0.0,                0.250000,           1.000000,     30.0,         10793.1,         180.0,        1825.9,     27.3892,        3300.000
      0.3,         0.0,                0.250000,           1.000000,     34.0,         12232.2,         180.0,        2069.4,     31.0411,        3740.000
      0.3,         0.0,                0.250000,           1.000000,     38.0,         13671.3,         180.0,        2312.9,     34.6930,        4180.000
      0.3,         0.0,                0.250000,           1.000000,     42.0,         15110.3,         180.0,        2556.3,     38.3449,        4620.000
      0.3,         0.0,                0.250000,           1.000000,     46.0,         16549.4,         180.0,        2799.8,     41.9968,        5060.000
      0.3,         0.0,                0.250000,           1.000000,     48.0,         17269.0,         180.0,        2921.5,     43.8228,        5280.000
      0.3,         0.0,                0.250000,           1.000000,     50.0,         17988.5,         180.0,        3043.2,     45.6487,        5500.000
      0.3,         0.0,                0.500000,           1.000000,     21.0,         15700.9,         180.0,        1278.2,     19.1725,        6930.000
      0.3,         0.0,                0.500000,           1.000000,     22.0,         16448.6,         180.0,        1339.0,     20.0854,        7260.000
      0.3,         0.0,                0.500000,           1.000000,     24.0,         17943.9,         180.0,        1460.8,     21.9114,        7920.000
      0.3,         0.0,                0.500000,           1.000000,     26.0,         19439.2,         180.0,        1582.5,     23.7373,        8580.000
      0.3,         0.0,                0.500000,           1.000000,     30.0,         22429.9,         180.0,        1825.9,     27.3892,        9900.000
      0.3,         0.0,                0.500000,           1.000000,     34.0,         25420.5,         180.0,        2069.4,     31.0411,       11220.000
      0.3,         0.0,                0.500000,           1.000000,     38.0,         28411.2,         180.0,        2312.9,     34.6930,       12540.000
      0.3,         0.0,                0.500000,           1.000000,     42.0,         31401.8,         180.0,        2556.3,     38.3449,       13860.000
      0.3,         0.0,                0.500000,           1.000000,     46.0,         34392.5,         180.0,        2799.8,     41.9968,       15180.000
      0.3,         0.0,                0.500000,           1.000000,     48.0,         35887.8,         180.0,        2921.5,     43.8228,       15840.000
      0.3,         0.0,                0.500000,           1.000000,     50.0,         37383.1,         180.0,        3043.2,     45.6487,       16500.000
      0.3,         0.0,                0.750000,           1.000000,     21.0,         40138.1,         180.0,        1278.2,     19.1725,       20790.000
      0.3,         0.0,                0.750000,           1.000000,     22.0,         42049.5,         180.0,        1339.0,     20.0854,       21780.000
      0.3,         0.0,                0.750000,           1.000000,     24.0,         45872.1,         180.0,        1460.8,     21.9114,       23760.000
      0.3,         0.0,                0.750000,           1.000000,     26.0,         49694.8,         180.0,        1582.5,     23.7373,       25740.000
      0.3,         0.0,                0.750000,           1.000000,     30.0,         57340.2,         180.0,        1825.9,     27.3892,       29700.000
      0.3,         0.0,                0.750000,           1.000000,     34.0,         64985.5,         180.0,        2069.4,     31.0411,       33660.000
      0.3,         0.0,                0.750000,           1.000000,     38.0,         72630.9,         180.0,        2312.9,     34.6930,       37620.000
      0.3,         0.0,                0.750000,           1.000000,     42.0,         80276.2,         180.0,        2556.3,     38.3449,       41580.000
      0.3,         0.0,                0.750000,           1.000000,     46.0,         87921.6,         180.0,        2799.8,     41.9968,       45540.000
      0.3,         0.0,                0.750000,           1.000000,     48.0,         91744.3,         180.0,        2921.5,     43.8228,       47520.000
      0.3,         0.0,                0.750000,           1.000000,     50.0,         95567.0,         180.0,        3043.2,     45.6487,       49500.000
      0.3,         0.0,                1.000000,           1.000000,     21.0,          3740.4,         180.0,           0.0,      0.0000,        2121.429
      0.3,         0.0,                1.000000,           1.000000,     22.0,          3918.5,         180.0,           0.0,      0.0000,        2222.449
      0.3,         0.0,                1.000000,           1.000000,     24.0,          4274.7,         180.0,           0.0,      0.0000,        2424.490
      0.3,         0.0,                1.000000,           1.000000,     26.0,          4631.0,         180.0,           0.0,      0.0000,        2626.531
      0.3,         0.0,                1.000000,           1.000000,     30.0,          5343.4,         180.0,           0.0,      0.0000,        3030.612
      0.3,         0.0,                1.000000,           1.000000,     34.0,          6055.9,         180.0,           0.0,      0.0000,        3434.694
      0.3,         0.0,                1.000000,           1.000000,     38.0,          6768.3,         180.0,           0.0,      0.0000,        3838.776
      0.3,         0.0,                1.000000,           1.000000,     42.0,          7480.8,         180.0,           0.0,      0.0000,        4242.857
      0.3,         0.0,                1.000000,           1.000000,     46.0,          8193.2,         180.0,           0.0,      0.0000,        4646.939
      0.3,         0.0,                1.000000,           1.000000,     48.0,          8549.5,         180.0,           0.0,      0.0000,        4848.980
      0.3,         0.0,                1.000000,           1.000000,     50.0,          8905.7,         180.0,           0.0,      0.0000,        5051.020
      0.3,      2000.0,                0.000000,           1.000000,     21.0,          3506.5,         176.4,        1278.2,     19.1725,          -0.000
      0.3,      2000.0,                0.000000,           1.000000,     22.0,          3673.5,         176.4,        1339.0,     20.0854,          -0.000
      0.3,      2000.0,                0.000000,           1.000000,     24.0,          4007.4,         176.4,        1460.8,     21.9114,          -0.000
      0.3,      2000.0,                0.000000,           1.000000,     26.0,          4341.4,         176.4,        1582.5,     23.7373,          -0.000
      0.3,      2000.0,                0.000000,           1.000000,     30.0,          5009.3,         176.4,        1825.9,     27.3892,          -0.000
      0.3,      2000.0,                0.000000,           1.000000,     34.0,          5677.2,         176.4,        2069.4,     31.0411,          -0.000
      0.3,      2000.0,                0.000000,           1.000000,     38.0,          6345.1,         176.4,        2312.9,     34.6930,          -0.000
      0.3,      2000.0,                0.000000,           1.000000,     42.0,          7013.0,         176.4,        2556.3,     38.3449,          -0.000
      0.3,      2000.0,                0.000000,           1.000000,     46.0,          7680.9,         176.4,        2799.8,     41.9968,          -0.000
      0.3,      2000.0,                0.000000,           1.000000,     48.0,          8014.8,         176.4,        2921.5,     43.8228,          -0.000
      0.3,      2000.0,                0.000000,           1.000000,     50.0,          8348.8,         176.4,        3043.2,     45.6487,          -0.000
      0.3,      2000.0,                0.250000,           1.000000,     21.0,          7607.7,         176.4,        1278.2,     19.1725,        2310.000
      0.3,      2000.0,                0.250000,           1.000000,     22.0,          7969.9,         176.4,        1339.0,     20.0854,        2420.000
      0.3,      2000.0,                0.250000,           1.000000,     24.0,          8694.5,         176.4,        1460.8,     21.9114,        2640.000
      0.3,      2000.0,                0.250000,           1.000000,     26.0,          9419.0,         176.4,        1582.5,     23.7373,        2860.000
      0.3,      2000.0,                0.250000,           1.000000,     30.0,         10868.1,         176.4,        1825.9,     27.3892,        3300.000
      0.3,      2000.0,                0.250000,           1.000000,     34.0,         12317.2,         176.4,        2069.4,     31.0411,        3740.000
      0.3,      2000.0,                0.250000,           1.000000,     38.0,         13766.2,         176.4,        2312.9,     34.6930,        4180.000
      0.3,      2000.0,                0.250000,           1.000000,     42.0,         15215.3,         176.4,        2556.3,     38.3449,        4620.000
      0.3,      2000.0,                0.250000,           1.000000,     46.0,         16664.4,         176.4,        2799.8,     41.9968,        5060.000
      0.3,      2000.0,                0.250000,           1.000000,     48.0,         17388.9,         176.4,        2921.5,     43.8228,        5280.000
      0.3,      2000.0,                0.250000,           1.000000,     50.0,         18113.5,         176.4,        3043.2,     45.6487,        5500.000
      0.3,      2000.0,                0.500000,           1.000000,     21.0,         15810.0,         176.4,        1278.2,     19.1725,        6930.000
      0.3,      2000.0,                0.500000,           1.000000,     22.0,         16562.8,         176.4,        1339.0,     20.0854,        7260.000
      0.3,      2000.0,                0.500000,           1.000000,     24.0,         18068.6,         176.4,        1460.8,     21.9114,        7920.000
      0.3,      2000.0,                0.500000,           1.000000,     26.0,         19574.3,         176.4,        1582.5,     23.7373,        8580.000
      0.3,      2000.0,                0.500000,           1.000000,     30.0,         22585.7,         176.4,        1825.9,     27.3892,        9900.000
      0.3,      2000.0,                0.500000,           1.000000,     34.0,         25597.1,         176.4,        2069.4,     31.0411,       11220.000
      0.3,      2000.0,                0.500000,           1.000000,     38.0,         28608.6,         176.4,        2312.9,     34.6930,       12540.000
      0.3,      2000.0,                0.500000,           1.000000,     42.0,         31620.0,         176.4,        2556.3,     38.3449,       13860.000
      0.3,      2000.0,                0.500000,           1.000000,     46.0,         34631.4,         176.4,        2799.8,     41.9968,       15180.000
      0.3,      2000.0,                0.500000,           1.000000,     48.0,         36137.1,         176.4,        2921.5,     43.8228,       15840.000
      0.3,      2000.0,                0.500000,           1.000000,     50.0,         37642.8,         176.4,        3043.2,     45.6487,       16500.000
      0.3,      2000.0,                0.750000,           1.000000,     21.0,         40417.0,         176.4,        1278.2,     19.1725,       20790.000
      0.3,      2000.0,                0.750000,           1.000000,     22.0,         42341.6,         176.4,        1339.0,     20.0854,       21780.000
      0.3,      2000.0,                0.750000,           1.000000,     24.0,         46190.8,         176.4,        1460.8,     21.9114,       23760.000
      0.3,      2000.0,                0.750000,           1.000000,     26.0,         50040.1,         176.4,        1582.5,     23.7373,       25740.000
      0.3,      2000.0,                0.750000,           1.000000,     30.0,         57738.5,         176.4,        1825.9,     27.3892,       29700.000
      0.3,      2000.0,                0.750000,           1.000000,     34.0,         65437.0,         176.4,        2069.4,     31.0411,       33660.000
      0.3,      2000.0,                0.750000,           1.000000,     38.0,         73135.5,         176.4,        2312.9,     34.6930,       37620.000
      0.3,      2000.0,                0.750000,           1.000000,     42.0,         80834.0,         176.4,        2556.3,     38.3449,       41580.000
      0.3,      2000.0,                0.750000,           1.000000,     46.0,         88532.4,         176.4,        2799.8,     41.9968,       45540.000
      0.3,      2000.0,                0.750000,           1.000000,     48.0,         92381.7,         176.4,        2921.5,     43.8228,       47520.000
      0.3,      2000.0,                0.750000,           1.000000,     50.0,         96230.9,         176.4,        3043.2,     45.6487,       49500.000
      0.3,      2000.0,                1.000000,           1.000000,     21.0,          3766.4,         176.4,           0.0,      0.0000,        2121.429
      0.3,      2000.0,                1.000000,           1.000000,     22.0,          3945.7,         176.4,           0.0,      0.0000,        2222.449
      0.3,      2000.0,                1.000000,           1.000000,     24.0,          4304.4,         176.4,           0.0,      0.0000,        2424.490
      0.3,      2000.0,                1.000000,           1.000000,     26.0,          4663.1,         176.4,           0.0,      0.0000,        2626.531
      0.3,      2000.0,                1.000000,           1.000000,     30.0,          5380.5,         176.4,           0.0,      0.0000,        3030.612
      0.3,      2000.0,                1.000000,           1.000000,     34.0,          6097.9,         176.4,           0.0,      0.0000,        3434.694
      0.3,      2000.0,                1.000000,           1.000000,     38.0,          6815.3,         176.4,           0.0,      0.0000,        3838.776
      0.3,      2000.0,                1.000000,           1.000000,     42.0,          7532.8,         176.4,           0.0,      0.0000,        4242.857
      0.3,      2000.0,                1.000000,           1.000000,     46.0,          8250.2,         176.4,           0.0,      0.0000,        4646.939
      0.3,      2000.0,                1.000000,           1.000000,     48.0,          8608.9,         176.4,           0.0,      0.0000,        4848.980
      0.3,      2000.0,                1.000000,           1.000000,     50.0,          8967.6,         176.4,           0.0,      0.0000,        5051.020
      0.3,     10000.0,                0.000000,           1.000000,     21.0,          3608.6,         162.0,        1278.2,     19.1725,          -0.000
      0.3,     10000.0,                0.000000,           1.000000,     22.0,          3780.4,         162.0,        1339.0,     20.0854,          -0.000
      0.3,     10000.0,                0.000000,           1.000000,     24.0,          4124.1,         162.0,        1460.8,     21.9114,          -0.000
      0.3,     10000.0,                0.000000,           1.000000,     26.0,          4467.7,         162.0,        1582.5,     23.7373,          -0.000
      0.3,     10000.0,                0.000000,           1.000000,     30.0,          5155.1,         162.0,        1825.9,     27.3892,          -0.000
      0.3,     10000.0,                0.000000,           1.000000,     34.0,          5842.4,         162.0,        2069.4,     31.0411,          -0.000
      0.3,     10000.0,                0.000000,           1.000000,     38.0,          6529.8,         162.0,        2312.9,     34.6930,          -0.000
      0.3,     10000.0,                0.000000,           1.000000,     42.0,          7217.1,         162.0,        2556.3,     38.3449,          -0.000
      0.3,     10000.0,                0.000000,           1.000000,     46.0,          7904.5,         162.0,        2799.8,     41.9968,          -0.000
      0.3,     10000.0,                0.000000,           1.000000,     48.0,          8248.2,         162.0,        2921.5,     43.8228,          -0.000
      0.3,     10000.0,                0.000000,           1.000000,     50.0,          8591.8,         162.0,        3043.2,     45.6487,          -0.000
      0.3,     10000.0,                0.250000,           1.000000,     21.0,          7829.1,         162.0,        1278.2,     19.1725,        2310.000
      0.3,     10000.0,                0.250000,           1.000000,     22.0,          8201.9,         162.0,        1339.0,     20.0854,        2420.000
      0.3,     10000.0,                0.250000,           1.000000,     24.0,          8947.6,         162.0,        1460.8,     21.9114,        2640.000
      0.3,     10000.0,                0.250000,           1.000000,     26.0,          9693.2,         162.0,        1582.5,     23.7373,        2860.000
      0.3,     10000.0,                0.250000,           1.000000,     30.0,         11184.4,         162.0,        1825.9,     27.3892,        3300.000
      0.3,     10000.0,                0.250000,           1.000000,     34.0,         12675.7,         162.0,        2069.4,     31.0411,        3740.000
      0.3,     10000.0,                0.250000,           1.000000,     38.0,         14167.0,         162.0,        2312.9,     34.6930,        4180.000
      0.3,     10000.0,                0.250000,           1.000000,     42.0,         15658.2,         162.0,        2556.3,     38.3449,        4620.000
      0.3,     10000.0,                0.250000,           1.000000,     46.0,         17149.5,         162.0,        2799.8,     41.9968,        5060.000
      0.3,     10000.0,                0.250000,           1.000000,     48.0,         17895.1,         162.0,        2921.5,     43.8228,        5280.000
      0.3,     10000.0,                0.250000,           1.000000,     50.0,         18640.7,         162.0,        3043.2,     45.6487,        5500.000
      0.3,     10000.0,                0.500000,           1.000000,     21.0,         16270.2,         162.0,        1278.2,     19.1725,        6930.000
      0.3,     10000.0,                0.500000,           1.000000,     22.0,         17045.0,         162.0,        1339.0,     20.0854,        7260.000
      0.3,     10000.0,                0.500000,           1.000000,     24.0,         18594.5,         162.0,        1460.8,     21.9114,        7920.000
      0.3,     10000.0,                0.500000,           1.000000,     26.0,         20144.1,         162.0,        1582.5,     23.7373,        8580.000
      0.3,     10000.0,                0.500000,           1.000000,     30.0,         23243.2,         162.0,        1825.9,     27.3892,        9900.000
      0.3,     10000.0,                0.500000,           1.000000,     34.0,         26342.2,         162.0,        2069.4,     31.0411,       11220.000
      0.3,     10000.0,                0.500000,           1.000000,     38.0,         29441.3,         162.0,        2312.9,     34.6930,       12540.000
      0.3,     10000.0,                0.500000,           1.000000,     42.0,         32540.4,         162.0,        2556.3,     38.3449,       13860.000
      0.3,     10000.0,                0.500000,           1.000000,     46.0,         35639.5,         162.0,        2799.8,     41.9968,       15180.000
      0.3,     10000.0,                0.500000,           1.000000,     48.0,         37189.0,         162.0,        2921.5,     43.8228,       15840.000
      0.3,     10000.0,                0.500000,           1.000000,     50.0,         38738.6,         162.0,        3043.2,     45.6487,       16500.000
      0.3,     10000.0,                0.750000,           1.000000,     21.0,         41593.5,         162.0,        1278.2,     19.1725,       20790.000
      0.3,     10000.0,                0.750000,           1.000000,     22.0,         43574.1,         162.0,        1339.0,     20.0854,       21780.000
      0.3,     10000.0,                0.750000,           1.000000,     24.0,         47535.4,         162.0,        1460.8,     21.9114,       23760.000
      0.3,     10000.0,                0.750000,           1.000000,     26.0,         51496.7,         162.0,        1582.5,     23.7373,       25740.000
      0.3,     10000.0,                0.750000,           1.000000,     30.0,         59419.3,         162.0,        1825.9,     27.3892,       29700.000
      0.3,     10000.0,                0.750000,           1.000000,     34.0,         67341.8,         162.0,        2069.4,     31.0411,       33660.000
      0.3,     10000.0,                0.750000,           1.000000,     38.0,         75264.4,         162.0,        2312.9,     34.6930,       37620.000
      0.3,     10000.0,                0.750000,           1.000000,     42.0,         83187.0,         162.0,        2556.3,     38.3449,       41580.000
      0.3,     10000.0,                0.750000,           1.000000,     46.0,         91109.5,         162.0,        2799.8,     41.9968,       45540.000
      0.3,     10000.0,                0.750000,           1.000000,     48.0,         95070.8,         162.0,        2921.5,     43.8228,       47520.000
      0.3,     10000.0,                0.750000,           1.000000,     50.0,         99032.1,         162.0,        3043.2,     45.6487,       49500.000
      0.3,     10000.0,                1.000000,           1.000000,     21.0,          3876.0,         162.0,           0.0,      0.0000,        2121.429
      0.3,     10000.0,                1.000000,           1.000000,     22.0,          4060.6,         162.0,           0.0,      0.0000,        2222.449
      0.3,     10000.0,                1.000000,           1.000000,     24.0,          4429.7,         162.0,           0.0,      0.0000,        2424.490
      0.3,     10000.0,                1.000000,           1.000000,     26.0,          4798.9,         162.0,           0.0,      0.0000,        2626.531
      0.3,     10000.0,                1.000000,           1.000000,     30.0,          5537.2,         162.0,           0.0,      0.0000,        3030.612
      0.3,     10000.0,                1.000000,           1.000000,     34.0,          6275.4,         162.0,           0.0,      0.0000,        3434.694
      0.3,     10000.0,                1.000000,           1.000000,     38.0,          7013.7,         162.0,           0.0,      0.0000,        3838.776
